ID_Traza,Ley_Fuente,Articulo,Objetivo,Stakeholder,ID_Evidencia,ID_Requisito,Tipo,ID_CU,ID_Flujo,Descripcion_Flujo,ID_HU,ID_CA,Componente,ID_Mockup,MoSCoW,Estado_Cierre,Nota
TR-FL-038,ERS 2B / evidencia empírica vigente,N/A,Administrar productos,Administrador,EV-ENTR01-01;EV-ENTR02-05,RF-15,FLUJO_CU,CU-13,CU-13-FA-01,"Alternativo: El producto ya existe y el administrador solicita modificar sus datos permitidos o su estado. Apertura/retorno: Se abre desde el paso 4 del flujo principal; después de actualizar el mismo registro, retorna al paso 6 para reflejar el producto actualizado en el catálogo.",HU-13,CA-13,Inventario,MU-19;MU-28;MU-44;MU-45,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-039,ERS 2B / evidencia empírica vigente,N/A,Administrar productos,Administrador,EV-ENTR01-01;EV-ENTR02-05,RF-15,FLUJO_CU,CU-13,CU-13-EX-01,"Excepción: El código está duplicado o el precio, unidad o stock mínimo son inválidos.",HU-13,CA-13,Inventario,MU-19;MU-28;MU-44;MU-45,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-040,ERS 2B / evidencia empírica vigente,N/A,Registrar movimientos de stock,Personal autorizado,EV-ENTR01-04;EV-ENTR04-04;EV-ENTR07-03,RF-16,FLUJO_CU,CU-14,CU-14-FP,Principal: Flujo principal de Registrar movimientos de stock.,HU-14,CA-14,Inventario,MU-69,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-041,ERS 2B / evidencia empírica vigente,N/A,Registrar movimientos de stock,Personal autorizado,EV-ENTR01-04;EV-ENTR04-04;EV-ENTR07-03,RF-16,FLUJO_CU,CU-14,CU-14-FA-01,"Alternativo: En el paso 3 del flujo principal el usuario selecciona un ajuste en lugar de una entrada. Apertura/retorno: Se abre desde el paso 3; después de calcular el efecto del ajuste, retorna al paso 5 para validar el saldo antes de registrar el movimiento.",HU-14,CA-14,Inventario,MU-69,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-042,ERS 2B / evidencia empírica vigente,N/A,Registrar movimientos de stock,Personal autorizado,EV-ENTR01-04;EV-ENTR04-04;EV-ENTR07-03,RF-16,FLUJO_CU,CU-14,CU-14-EX-01,"Excepción: El producto no existe, la cantidad es inválida o el movimiento produciría un saldo negativo.",HU-14,CA-14,Inventario,MU-69,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-043,ERS 2B / evidencia empírica vigente,N/A,Registrar venta,Recepción,EV-ENTR02-05;EV-ENTR03-01;EV-ENTR04-04;EV-ENTR07-03;EV-ENTR08-03,RF-17,FLUJO_CU,CU-15,CU-15-FP,Principal: Flujo principal de Registrar venta.,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-044,ERS 2B / evidencia empírica vigente,N/A,Registrar venta,Recepción,EV-ENTR02-05;EV-ENTR03-01;EV-ENTR04-04;EV-ENTR07-03;EV-ENTR08-03,RF-17,FLUJO_CU,CU-15,CU-15-FA-01,"Alternativo: Uno de los ítems no dispone de la cantidad solicitada antes de confirmar la venta. Apertura/retorno: Se abre desde el paso 3 del flujo principal; después de que Recepción ajusta o retira la cantidad, retorna al paso 2 para consultar nuevamente el stock y repetir la validación.",HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-045,ERS 2B / evidencia empírica vigente,N/A,Registrar venta,Recepción,EV-ENTR02-05;EV-ENTR03-01;EV-ENTR04-04;EV-ENTR07-03;EV-ENTR08-03,RF-17,FLUJO_CU,CU-15,CU-15-EX-01,Excepción: Ocurre un fallo al persistir la venta o el descuento de stock.,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-046,ERS 2B / evidencia empírica vigente,N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR02-01;EV-ENTR02-06;EV-ENTR03-05;EV-ENTR04-05;EV-ENTR07-03;EV-ENTR08-04,RF-19,FLUJO_CU,CU-16,CU-16-FP,Principal: Flujo principal de Cerrar turno y conciliar caja.,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-047,ERS 2B / evidencia empírica vigente,N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR02-01;EV-ENTR02-06;EV-ENTR03-05;EV-ENTR04-05;EV-ENTR07-03;EV-ENTR08-04,RF-19,FLUJO_CU,CU-16,CU-16-FA-01,"Alternativo: La diferencia calculada es distinta de cero. Apertura/retorno: Se abre desde el paso 5 del flujo principal; después de dejar la diferencia identificada para seguimiento, retorna al paso 6 para registrar el cierre con dicha diferencia.",HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-048,ERS 2B / evidencia empírica vigente,N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR02-01;EV-ENTR02-06;EV-ENTR03-05;EV-ENTR04-05;EV-ENTR07-03;EV-ENTR08-04,RF-19,FLUJO_CU,CU-16,CU-16-EX-01,Excepción: No existe un turno abierto o falta el valor requerido para la conciliación.,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-049,ERS 2B / evidencia empírica vigente,N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR02-01;EV-ENTR02-08;EV-ENTR03-07;EV-ENTR04-06;EV-ENTR05-01,RF-20,FLUJO_CU,CU-17,CU-17-FP,Principal: Flujo principal de Gestionar novedades internas.,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-050,ERS 2B / evidencia empírica vigente,N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR02-01;EV-ENTR02-08;EV-ENTR03-07;EV-ENTR04-06;EV-ENTR05-01,RF-20,FLUJO_CU,CU-17,CU-17-FA-01,"Alternativo: Una novedad existente cambia de responsable, vencimiento o estado. Apertura/retorno: Se abre desde el paso 1 del flujo principal cuando el usuario elige una novedad existente; el caso de uso termina después de registrar el cambio y conservar el estado anterior en el historial.",HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-051,ERS 2B / evidencia empírica vigente,N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR02-01;EV-ENTR02-08;EV-ENTR03-07;EV-ENTR04-06;EV-ENTR05-01,RF-20,FLUJO_CU,CU-17,CU-17-EX-01,Excepción: Falta información obligatoria o el usuario no está autorizado para el cambio.,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-052,ERS 2B / evidencia empírica vigente,N/A,Administrar rutinas,Instructor,EV-ENTR01-05;EV-ENTR05-04;EV-ENTR09-01;EV-ENTR09-02;EV-ENTR09-03,RF-22,FLUJO_CU,CU-18,CU-18-FP,Principal: Flujo principal de Crear y asignar rutina.,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-053,ERS 2B / evidencia empírica vigente,N/A,Administrar rutinas,Instructor,EV-ENTR01-05;EV-ENTR05-04;EV-ENTR09-01;EV-ENTR09-02;EV-ENTR09-03,RF-22,FLUJO_CU,CU-18,CU-18-FA-01,"Alternativo: Antes de confirmar, el instructor modifica la selección u orden de ejercicios o sus parámetros. Apertura/retorno: Se abre desde el paso 5 del flujo principal; después de actualizar la composición temporal, retorna al paso 4 para repetir la validación antes de confirmar.",HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-054,ERS 2B / evidencia empírica vigente,N/A,Administrar rutinas,Instructor,EV-ENTR01-05;EV-ENTR05-04;EV-ENTR09-01;EV-ENTR09-02;EV-ENTR09-03,RF-22,FLUJO_CU,CU-18,CU-18-EX-01,Excepción: Falta el objetivo o algún ejercicio carece de parámetros mínimos requeridos.,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-055,ERS 2B / evidencia empírica vigente,N/A,Registrar seguimiento,Instructor,EV-ENTR01-05;EV-ENTR09-01;EV-ENTR09-04;EV-ENTR10-01;EV-ENTR10-03,RF-23,FLUJO_CU,CU-19,CU-19-FP,Principal: Flujo principal de Versionar y ajustar rutina.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-056,ERS 2B / evidencia empírica vigente,N/A,Registrar seguimiento,Instructor,EV-ENTR01-05;EV-ENTR09-01;EV-ENTR09-04;EV-ENTR10-01;EV-ENTR10-03,RF-23,FLUJO_CU,CU-19,CU-19-FA-01,"Alternativo: El ajuste modifica únicamente parámetros de una rutina sin sustituir sus ejercicios. Apertura/retorno: Se abre desde el paso 3 del flujo principal; después de conservar la composición de ejercicios, retorna al paso 4 para validar la configuración y continuar con el versionado.",HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-057,ERS 2B / evidencia empírica vigente,N/A,Registrar seguimiento,Instructor,EV-ENTR01-05;EV-ENTR09-01;EV-ENTR09-04;EV-ENTR10-01;EV-ENTR10-03,RF-23,FLUJO_CU,CU-19,CU-19-EX-01,Excepción: El usuario intenta editar directamente una versión histórica o la nueva configuración es inválida.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
